Match type,Repository,Repository external URL,File path,File URL,Path matches [path [start end]],Chunk matches [line [start end]]
content,github.com/duckstax/ottergon,https://sourcegraph.com/github.com/duckstax/ottergon,integration/python/ottergon/setup.py,https://sourcegraph.com/github.com/duckstax/ottergon/-/blob/integration/python/ottergon/setup.py,"[integration/python/ottergon/setup.py, [[28, 36]]]","[0, [[5, 12]]]"
content,github.com/scikit-build/ninja-python-distributions,https://sourcegraph.com/github.com/scikit-build/ninja-python-distributions,setup.py,https://sourcegraph.com/github.com/scikit-build/ninja-python-distributions/-/blob/setup.py,"[setup.py, [[0, 8]]]","[7, [[5, 12]]]"
content,github.com/theengs/decoder,https://sourcegraph.com/github.com/theengs/decoder,python/setup.py,https://sourcegraph.com/github.com/theengs/decoder/-/blob/python/setup.py,"[python/setup.py, [[7, 15]]]","[0, [[5, 12]]]"
content,github.com/seung-lab/DracoPy,https://sourcegraph.com/github.com/seung-lab/DracoPy,setup.py,https://sourcegraph.com/github.com/seung-lab/DracoPy/-/blob/setup.py,"[setup.py, [[0, 8]]]","[5, [[5, 12]]]; [6, [[5, 12] [49, 56]]]; [7, [[5, 12] [31, 38]]]; [8, [[5, 12]]]; [25, [[25, 32]]]; [26, [[55, 62]]]; [40, [[16, 23]]]"
content,github.com/pylada/pylada-light,https://sourcegraph.com/github.com/pylada/pylada-light,setup.py,https://sourcegraph.com/github.com/pylada/pylada-light/-/blob/setup.py,"[setup.py, [[0, 8]]]","[6, [[5, 12]]]"
content,github.com/ctlee/gamer,https://sourcegraph.com/github.com/ctlee/gamer,setup.py,https://sourcegraph.com/github.com/ctlee/gamer/-/blob/setup.py,"[setup.py, [[0, 8]]]","[154, [[9, 16]]]"
content,github.com/kassonlab/gmxapi,https://sourcegraph.com/github.com/kassonlab/gmxapi,python_packaging/src/setup.py,https://sourcegraph.com/github.com/kassonlab/gmxapi/-/blob/python_packaging/src/setup.py,"[python_packaging/src/setup.py, [[21, 29]]]","[55, [[9, 16]]]"
content,github.com/rapidsai/kvikio,https://sourcegraph.com/github.com/rapidsai/kvikio,legate/setup.py,https://sourcegraph.com/github.com/rapidsai/kvikio/-/blob/legate/setup.py,"[legate/setup.py, [[7, 15]]]","[9, [[5, 12]]]; [19, [[12, 19]]]"
content,github.com/cmpute/pcl.py,https://sourcegraph.com/github.com/cmpute/pcl.py,setup.py,https://sourcegraph.com/github.com/cmpute/pcl.py/-/blob/setup.py,"[setup.py, [[0, 8]]]","[3, [[9, 16]]]"
content,github.com/MrGolden1/sort-python,https://sourcegraph.com/github.com/MrGolden1/sort-python,setup.py,https://sourcegraph.com/github.com/MrGolden1/sort-python/-/blob/setup.py,"[setup.py, [[0, 8]]]","[0, [[5, 12]]]"
content,github.com/EthanJamesLew/f16-flight-dynamics,https://sourcegraph.com/github.com/EthanJamesLew/f16-flight-dynamics,setup.py,https://sourcegraph.com/github.com/EthanJamesLew/f16-flight-dynamics/-/blob/setup.py,"[setup.py, [[0, 8]]]","[0, [[5, 12]]]"
content,github.com/SafeRoboticsLab/Safe_Occlusion_Aware_Planning,https://sourcegraph.com/github.com/SafeRoboticsLab/Safe_Occlusion_Aware_Planning,ThirdParty/octomap-python/setup.py,https://sourcegraph.com/github.com/SafeRoboticsLab/Safe_Occlusion_Aware_Planning/-/blob/ThirdParty/octomap-python/setup.py,"[ThirdParty/octomap-python/setup.py, [[26, 34]]]","[54, [[11, 18]]]; [77, [[4, 11]]]"
content,github.com/scikit-build/scikit-build-sample-projects,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects,projects/pen2-cython/setup.py,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects/-/blob/projects/pen2-cython/setup.py,"[projects/pen2-cython/setup.py, [[21, 29]]]","[0, [[5, 12]]]"
content,github.com/rapidsai/kvikio,https://sourcegraph.com/github.com/rapidsai/kvikio,python/setup.py,https://sourcegraph.com/github.com/rapidsai/kvikio/-/blob/python/setup.py,"[python/setup.py, [[7, 15]]]","[5, [[5, 12]]]; [28, [[50, 57]]]"
content,github.com/valgur/velodyne_decoder,https://sourcegraph.com/github.com/valgur/velodyne_decoder,setup.py,https://sourcegraph.com/github.com/valgur/velodyne_decoder/-/blob/setup.py,"[setup.py, [[0, 8]]]","[4, [[9, 16]]]"
content,github.com/MikePopoloski/pyslang,https://sourcegraph.com/github.com/MikePopoloski/pyslang,setup.py,https://sourcegraph.com/github.com/MikePopoloski/pyslang/-/blob/setup.py,"[setup.py, [[0, 8]]]","[2, [[5, 12]]]"
content,github.com/scikit-build/scikit-build-sample-projects,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects,projects/hello-cython/setup.py,https://sourcegraph.com/github.com/scikit-build/scikit-build-sample-projects/-/blob/projects/hello-cython/setup.py,"[projects/hello-cython/setup.py, [[22, 30]]]","[0, [[5, 12]]]"
content,github.com/yushulx/python-barcode-qrcode-sdk,https://sourcegraph.com/github.com/yushulx/python-barcode-qrcode-sdk,setup.py,https://sourcegraph.com/github.com/yushulx/python-barcode-qrcode-sdk/-/blob/setup.py,"[setup.py, [[0, 8]]]","[0, [[5, 12]]]"
content,github.com/clEsperanto/pyclesperanto,https://sourcegraph.com/github.com/clEsperanto/pyclesperanto,setup.py,https://sourcegraph.com/github.com/clEsperanto/pyclesperanto/-/blob/setup.py,"[setup.py, [[0, 8]]]","[24, [[5, 12]]]"
content,github.com/dmpelt/msdnet,https://sourcegraph.com/github.com/dmpelt/msdnet,setup.py,https://sourcegraph.com/github.com/dmpelt/msdnet/-/blob/setup.py,"[setup.py, [[0, 8]]]","[12, [[5, 12]]]"
content,github.com/KitwareMedical/ITKUltrasound,https://sourcegraph.com/github.com/KitwareMedical/ITKUltrasound,setup.py,https://sourcegraph.com/github.com/KitwareMedical/ITKUltrasound/-/blob/setup.py,"[setup.py, [[0, 8]]]","[3, [[5, 12]]]"
content,github.com/datasig-ac-uk/esig,https://sourcegraph.com/github.com/datasig-ac-uk/esig,setup.py,https://sourcegraph.com/github.com/datasig-ac-uk/esig/-/blob/setup.py,"[setup.py, [[0, 8]]]","[7, [[5, 12]]]"
content,github.com/HITS-MBM/gromacs-fda,https://sourcegraph.com/github.com/HITS-MBM/gromacs-fda,python_packaging/src/setup.py,https://sourcegraph.com/github.com/HITS-MBM/gromacs-fda/-/blob/python_packaging/src/setup.py,"[python_packaging/src/setup.py, [[21, 29]]]","[52, [[5, 12]]]"
content,github.com/kokkos/pykokkos-base,https://sourcegraph.com/github.com/kokkos/pykokkos-base,setup.py,https://sourcegraph.com/github.com/kokkos/pykokkos-base/-/blob/setup.py,"[setup.py, [[0, 8]]]","[7, [[5, 12]]]; [93, [[29, 36]]]"
content,github.com/insight-platform/Savant,https://sourcegraph.com/github.com/insight-platform/Savant,libs/savantboost/setup.py,https://sourcegraph.com/github.com/insight-platform/Savant/-/blob/libs/savantboost/setup.py,"[libs/savantboost/setup.py, [[17, 25]]]","[0, [[5, 12]]]"
content,github.com/potassco/clingcon,https://sourcegraph.com/github.com/potassco/clingcon,setup.py,https://sourcegraph.com/github.com/potassco/clingcon/-/blob/setup.py,"[setup.py, [[0, 8]]]","[4, [[5, 12]]]"
content,github.com/synthizer/synthizer-python,https://sourcegraph.com/github.com/synthizer/synthizer-python,setup.py,https://sourcegraph.com/github.com/synthizer/synthizer-python/-/blob/setup.py,"[setup.py, [[0, 8]]]","[21, [[5, 12]]]; [49, [[34, 41]]]"
content,github.com/chopralab/lemon,https://sourcegraph.com/github.com/chopralab/lemon,setup.py,https://sourcegraph.com/github.com/chopralab/lemon/-/blob/setup.py,"[setup.py, [[0, 8]]]","[0, [[5, 12]]]"
content,github.com/Nicholaswogan/PhotochemPy,https://sourcegraph.com/github.com/Nicholaswogan/PhotochemPy,setup.py,https://sourcegraph.com/github.com/Nicholaswogan/PhotochemPy/-/blob/setup.py,"[setup.py, [[0, 8]]]","[0, [[5, 12]]]; [21, [[19, 26]]]"
content,github.com/mayeut/patchelf-pypi,https://sourcegraph.com/github.com/mayeut/patchelf-pypi,setup.py,https://sourcegraph.com/github.com/mayeut/patchelf-pypi/-/blob/setup.py,"[setup.py, [[0, 8]]]","[7, [[5, 12]]]"
